name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
portugal,2018-08-04T00:00:00,31.3,29.9,11,28.77,0,0,,0,0,16.2,10.8,338,1015.7,0.3,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T01:00:00,30.4,29.2,10.9,29.91,0,0,,0,0,18.7,10,304,1015.5,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T02:00:00,30.1,28.9,11,30.84,0,0,,0,0,20.2,7.8,9,1015.2,13.7,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T03:00:00,30.7,29.3,10.6,28.93,0,0,,0,0,20.2,9.5,329,1014.6,12.5,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T04:00:00,30.1,28.9,10.6,29.83,0,0,,0,0,18.7,12.4,305,1014.5,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T05:00:00,29.8,28.7,11.6,32.72,0,0,,0,0,18.4,6.4,356,1014.5,7.9,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T06:00:00,29.2,28.5,13,36.83,0,0,,0,0,18.7,6.4,355,1014.6,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T07:00:00,28.3,27.9,13.7,40.75,0,0,,0,0,18.7,3.6,4,1015,0,11.6,16,0.1,0,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T08:00:00,29.4,29.1,14.7,40.8,0,0,,0,0,22.3,5.8,49,1015.2,7.9,10,79,0.3,1,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T09:00:00,31.1,31.1,16.1,40.59,0,0,,0,0,21.6,5.5,76,1015.3,1.2,10,222,0.8,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T10:00:00,34,34.7,17.3,37.06,0,0,,0,0,19.4,4.1,44,1015.6,0,17.5,387,1.4,4,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T11:00:00,36.4,36.5,15.5,28.91,0,0,,0,0,27.7,10,52,1015.6,13.1,10,543,2,5,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T12:00:00,38.1,38.3,15.2,25.9,0,0,,0,0,19.4,13.7,52,1015.4,1.5,10,679,2.4,7,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T13:00:00,40.5,40.7,14.5,21.85,0,0,,0,0,20.2,17,61,1015.1,0,10,781,2.8,8,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T14:00:00,42,42.4,14.4,19.97,0,0,,0,0,37.1,11.3,69,1014.7,12.1,10,824,3,8,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T15:00:00,42.6,44.6,17.1,22.97,0,0,,0,0,29.5,11.2,82,1014.4,21.9,10,797,2.9,8,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T16:00:00,42.7,43.7,15.5,20.66,0,0,,0,0,32,9.4,73,1014,0,10,723,2.6,7,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T17:00:00,41.3,42.2,15.6,22.33,0,0,,0,0,31.7,19.7,342,1013.5,27.2,10,600,2.2,6,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T18:00:00,41.5,40,10.3,15.64,0,0,,0,0,29.5,23.8,343,1013.5,34.7,10,427,1.5,4,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T19:00:00,39.6,38.4,11.3,18.52,0,0,,0,0,32.4,19.7,340,1013.7,0,10.3,245,0.9,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T20:00:00,38.1,36.8,11.2,19.86,0,0,,0,0,30.2,17.3,331,1013.8,30,10,90,0.3,1,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T21:00:00,36.9,35.2,10,19.69,0,0,,0,0,29.9,19.2,340,1014.1,3.5,10,16,0.1,0,,Clear,clear-night,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-04T22:00:00,35.5,33.9,10.5,21.96,0,0,,0,0,29.2,14,335,1014.7,0,10.3,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-04T23:00:00,34.5,32.8,10.3,22.91,0,0,,0,0,28.1,12.7,352,1014.9,16.7,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T00:00:00,32.1,31,12.5,30.29,0,0,,0,0,25.9,8.6,23,1015.1,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T01:00:00,32.3,31.3,13,30.89,0,0,,0,0,25.6,3.9,41,1014.9,0,10.3,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T02:00:00,31,29.9,12.5,32.2,0,0,,0,0,25.6,4.4,58,1014.5,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T03:00:00,30.9,29.7,11.9,31.25,0,0,,0,0,25.6,4.5,68,1014.1,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T04:00:00,29.7,28.9,12.9,35.84,0,0,,0,0,25.6,3.6,360,1014.1,0,10.3,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T05:00:00,29.9,28.9,12,33.18,0,0,,0,0,25.6,2.4,270,1013.8,12.3,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T06:00:00,29.5,28.8,13.2,36.88,0,0,,0,0,25.2,5,40,1014.1,32.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T07:00:00,29.6,28.4,10.4,30.31,0,0,,0,0,24.8,12.1,347,1014.3,10,9.8,13,0,0,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T08:00:00,31.6,30,9.2,25.02,0,0,,0,0,24.1,13.1,354,1014.2,29,10,74,0.3,1,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T09:00:00,33.1,32,12.8,29.26,0,0,,0,0,24.1,9.7,4,1014.5,15.6,10,200,0.7,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T10:00:00,35.5,33.6,9.2,20.23,0,0,,0,0,23.8,10.4,350,1014.7,49.6,14.7,405,1.5,4,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T11:00:00,37.3,35.5,9.3,18.36,0,0,,0,0,24.8,9.3,325,1014.7,3,10,566,2,6,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T12:00:00,38.9,37.5,10.9,18.71,0,0,,0,0,26.3,16,349,1014.6,0.6,10,701,2.5,7,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T13:00:00,40.5,39.1,10.5,16.68,0,0,,0,0,28.8,11.2,49,1014.1,10,10,779,2.8,8,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T14:00:00,40.6,39.2,10.7,16.88,0,0,,0,0,32.4,15.6,352,1013.7,1.9,10,805,2.9,8,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T15:00:00,41,39.9,11.5,17.41,0,0,,0,0,35.6,15.7,345,1013.3,5.9,10,782,2.8,8,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T16:00:00,40,37.9,7.9,14.35,0,0,,0,0,37.4,18.6,329,1013,10,10,709,2.6,7,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T17:00:00,38.6,37.1,10.5,18.48,0,0,,0,0,38.2,23.5,326,1012.9,18.1,10,587,2.1,6,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T18:00:00,37,35.3,9.9,19.49,0,0,,0,0,38.2,23.3,326,1012.9,20.8,10,426,1.5,4,,Partially cloudy,partly-cloudy-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T19:00:00,35.5,33.2,5.9,16.08,0,0,,0,0,37.4,23.6,324,1012.8,10,10,248,0.9,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T20:00:00,34.5,32.2,6.2,17.35,0,0,,0,0,33.8,21.9,331,1013,19.5,10,91,0.3,1,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T21:00:00,32.8,30.7,5.5,18.13,0,0,,0,0,32.8,20.8,321,1013.4,27.5,10,18,0.1,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-08-05T22:00:00,30.9,29.2,8.2,24.37,0,0,,0,0,32,20.6,328,1014,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-05T23:00:00,29.7,28.8,11.9,33.23,0,0,,0,0,32.4,18.4,318,1014.4,9.4,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-06T00:00:00,28.8,28.2,13,37.82,0,0,,0,0,32.8,20.5,316,1014.3,7.6,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-06T01:00:00,28.4,27.9,12.5,37.46,0,0,,0,0,32.8,20.5,315,1014.3,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT"
portugal,2018-08-06T02:00:00,28.8,27.9,11.1,33.26,0,0,,0,0,32.4,14,330,1013.9,6.7,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-08-06T03:00:00,27.5,27.6,14.4,44.57,0,0,,0,0,32,14.6,354,1013.6,9.1,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
